248,3317,1,6000,48,6,30,0,7440,6630.06,130,1,1/1/2015 0:00,1/1/2015 0:00
250,3573,1,500,10,6,2.5,0,525,464.5,52.5,1,1/1/2015 0:00,1/1/2015 0:00
252,1957,1,7000,36,6,35,0,8260,229.28,229.44,1,1/1/2015 0:00,1/1/2015 0:00
254,2149,1,10000,60,6,50,611,13000,12397.5,217.5,1,1/1/2015 0:00,1/1/2015 0:00
258,2691,1,5300,48,6,26,0,6572,4035.22,134.33,1,1/1/2015 0:00,1/1/2015 0:00
265,3156,1,5000,60,6,25,0,6200,5331.81,131.33,1,1/1/2015 0:00,1/1/2015 0:00
267,3515,1,4400,48,6,22,0,5456,3182.6,113.67,1,1/1/2015 0:00,1/1/2015 0:00
269,1648,1,7000,48,6,35,0,8680,4520.83,180.83,1,1/1/2015 0:00,1/1/2015 0:00
270,1685,1,10000,60,6, -   ,746.59,13000,13000,0,1,1/1/2015 0:00,1/1/2015 0:00
271,1810,1,4000,24,6,20,0,4480,3586.25,188.75,1,1/1/2015 0:00,1/1/2015 0:00
272,1820,1,11000,48,6,55,0,13640,2841.54,284.17,1,1/1/2015 0:00,1/1/2015 0:00
273,2013,1,7000,48,6,35,0,8680,4882.57,180.83,1,1/1/2015 0:00,1/1/2015 0:00
275,2249,1,2000,48,6,10,0,2480,1601.61,51.67,1,1/1/2015 0:00,1/1/2015 0:00
278,2530,1,10000,60,6,50,258.84,13000,11962.5,217.5,1,1/1/2015 0:00,1/1/2015 0:00
279,2625,1,8000,60,6, -   ,153.82,10400,10400,0,1,1/1/2015 0:00,1/1/2015 0:00
283,3001,1,4000,24,6,20,0,4480,1852.29,186.67,1,1/1/2015 0:00,1/1/2015 0:00
284,3091,1,4000,60,6, -   ,0,5200,5200,0,1,1/1/2015 0:00,1/1/2015 0:00
285,3114,1,1000,18,6,5,0,1240,431.82,60.56,1,1/1/2015 0:00,1/1/2015 0:00
293,3456,1,3000,36,6, -   ,0,3540,1867.83,0,1,1/1/2015 0:00,1/1/2015 0:00
297,2242,1,11000,60,6,55,672.1,14300,12914.98,239.17,1,1/1/2015 0:00,1/1/2015 0:00
299,2695,1,6000,48,6,30,0,7440,5735.18,155,1,1/1/2015 0:00,1/1/2015 0:00
302,1537,1,5000,48,6,25,0,6200,2682.2,163.89,1,1/1/2015 0:00,1/1/2015 0:00
304,1674,1,7000,48,6,35,0,8680,2865.54,180.83,1,1/1/2015 0:00,1/1/2015 0:00
307,2176,1,7000,48,6,35,0,8680,5890.37,180.83,1,1/1/2015 0:00,1/1/2015 0:00
308,2196,1,12000,48,6,60,0,14880,7473.39,393.33,1,1/1/2015 0:00,1/1/2015 0:00
309,2336,1,7000,48,6,35,0,8680,6148.38,180.83,1,1/1/2015 0:00,1/1/2015 0:00
312,2353,1,7000,48,6,35,0,8680,4520.91,180.83,1,1/1/2015 0:00,1/1/2015 0:00
313,2360,1,0, -   ,6, -   ,0,0,38.84,0,1,1/1/2015 0:00,1/1/2015 0:00
314,2389,1,5000,48,6,25,0,6200,129.33,129.17,1,1/1/2015 0:00,1/1/2015 0:00
315,2390,1,10000,60,6,50,0,13000,300.17,217.5,1,1/1/2015 0:00,1/1/2015 0:00
316,2403,1,6000,48,6,30,0,7440,0,155,1,1/1/2015 0:00,1/1/2015 0:00
318,2613,1,6000,48,6,30,0,7440,3100,155,1,1/1/2015 0:00,1/1/2015 0:00
319,2671,1,7000,24,6,35,,7840,653.34,326.67,1,1/1/2015 0:00,1/1/2015 0:00
321,2842,1,0, -   ,6, -   ,0,0,117.5,0,1,1/1/2015 0:00,1/1/2015 0:00
322,2850,1,4500,48,6,22.5,0,5580,4417.5,116.25,1,1/1/2015 0:00,1/1/2015 0:00
327,2988,1,800,12,6,4,0,848,672.33,70.67,1,1/1/2015 0:00,1/1/2015 0:00
328,3080,1,3600,24,6,18,0,4032,1176,168,1,1/1/2015 0:00,1/1/2015 0:00
330,3212,1,4000,48,6,20,0,4960,2583.41,103.33,1,1/1/2015 0:00,1/1/2015 0:00
332,3216,1,4000,48,6,20,0,4960,3410.05,103.33,1,1/1/2015 0:00,1/1/2015 0:00
338,3562,1,8000,60,6, -   ,0,10400,10400,0,1,1/1/2015 0:00,1/1/2015 0:00
340,3641,1,2000,36,6, -   ,0,2360,1891.42,0,1,1/1/2015 0:00,1/1/2015 0:00
345,1709,1,0, -   ,6, -   ,0,0,7.96,0,1,1/1/2015 0:00,1/1/2015 0:00
347,1993,1,7000,48,6,35,0,8680,2893.44,180.83,1,1/1/2015 0:00,1/1/2015 0:00
348,2009,1,7000,48,6,35,0,8680,2893.44,180.83,1,1/1/2015 0:00,1/1/2015 0:00
349,2060,1,10000,60,6,50,611,13000,11745,217.5,1,1/1/2015 0:00,1/1/2015 0:00
350,2079,1,7000,48,6,35,0,8680,5425.06,180.83,1,1/1/2015 0:00,1/1/2015 0:00
352,2088,1,7000,48,6,35,0,8680,6690.87,180.83,1,1/1/2015 0:00,1/1/2015 0:00
353,2105,1,7000,48,6,35,0,8680,6690.87,180.83,1,1/1/2015 0:00,1/1/2015 0:00
355,2195,1,10000,60,6,50,457.21,13000,12615,217.5,1,1/1/2015 0:00,1/1/2015 0:00
358,2275,1,6500,48,6,32.5,0,8060,1511.12,167.92,1,1/1/2015 0:00,1/1/2015 0:00
359,2280,1,0, -   ,6, -   ,0,0,0.02,0,1,1/1/2015 0:00,1/1/2015 0:00
360,2299,1,13000,60,6,65,725.12,17800,17002.5,282.5,1,1/1/2015 0:00,1/1/2015 0:00
363,2351,1,4000,36,6,20,0,4720,4505,132.5,1,1/1/2015 0:00,1/1/2015 0:00
364,2352,1,0, -   ,6, -   ,0,0,0.12,0,1,1/1/2015 0:00,1/1/2015 0:00
366,2404,1,10000,60,6,50,334.62,13000,11745,217.5,1,1/1/2015 0:00,1/1/2015 0:00
368,2497,1,6500,48,6,32.5,0,8060,6212.88,167.92,1,1/1/2015 0:00,1/1/2015 0:00
369,2499,1,7000,48,6,35,0,8680,6510.04,180.83,1,1/1/2015 0:00,1/1/2015 0:00
371,2515,1,6000,48,6,30,0,7440,3255,155,1,1/1/2015 0:00,1/1/2015 0:00
373,2552,1,6000,48,6,30,0,7440,2480,155,1,1/1/2015 0:00,1/1/2015 0:00
374,2559,1,6500,48,6,32.5,0,8060,6246.56,167.92,1,1/1/2015 0:00,1/1/2015 0:00
375,2563,1,5100,48,6,25.5,0,6300,2766.75,131.75,1,1/1/2015 0:00,1/1/2015 0:00
377,2661,1,5000,48,6,25,0,6200,5275.02,132.14,1,1/1/2015 0:00,1/1/2015 0:00
378,2665,1,7000,48,6,35,0,8680,6871.7,180.83,1,1/1/2015 0:00,1/1/2015 0:00
379,2706,1,10000,60,6,50,240.63,13000,11962.5,217.5,1,1/1/2015 0:00,1/1/2015 0:00
382,2721,1,5000,48,6,25,0,6200,4779.13,129.17,1,1/1/2015 0:00,1/1/2015 0:00
386,2910,1,4000,48,6,20,0,4960,4383.72,104.38,1,1/1/2015 0:00,1/1/2015 0:00
387,2911,1,6600,48,6,33,0,8184,7204.7,171.55,1,1/1/2015 0:00,1/1/2015 0:00
388,2915,1,6000,48,6,30,0,7440,6045,155,1,1/1/2015 0:00,1/1/2015 0:00
389,2919,1,5000,48,6,25,0,6200,4779.13,129.17,1,1/1/2015 0:00,1/1/2015 0:00
395,3064,1,5000,48,6,25,0,6200,3461.75,142.08,1,1/1/2015 0:00,1/1/2015 0:00
397,3076,1,4200,60,6,21,0,5460,5234.51,91.83,1,1/1/2015 0:00,1/1/2015 0:00
402,3198,1,5000,60,6,25,46.93,6500,6331.12,109.17,1,1/1/2015 0:00,1/1/2015 0:00
403,3199,1,5000,48,6,25,0,6200,4262.45,129.17,1,1/1/2015 0:00,1/1/2015 0:00
404,3202,1,5000,60,6,25,50.64,6500,6004.15,109.17,1,1/1/2015 0:00,1/1/2015 0:00
405,3207,1,4000,60,6,20,0,5200,4812.5,87.5,1,1/1/2015 0:00,1/1/2015 0:00
407,3279,1,4000,24,6,20,0,4960,2799.97,186.67,1,1/1/2015 0:00,1/1/2015 0:00
408,3281,1,8000,60,6,40,75.09,10400,9753.32,174.17,1,1/1/2015 0:00,1/1/2015 0:00
409,3302,1,3200,48,6,16,0,3968,2810.62,82.67,1,1/1/2015 0:00,1/1/2015 0:00
411,3439,1,3000,48,6,15,0,3720,3534.38,78.54,1,1/1/2015 0:00,1/1/2015 0:00
414,3506,1,3000,24,6, -   ,0,3360,980,0,1,1/1/2015 0:00,1/1/2015 0:00
417,2611,1,2000,24,6,10,0,2240,1908.32,95.42,1,1/1/2015 0:00,1/1/2015 0:00
419,1508,1,10000,36,6,50,0,11800,10862.49,329.17,1,1/1/2015 0:00,1/1/2015 0:00
